UF|MUNICIPIO|ITEM MUNICIPAL|DESCRIÇÃO DO SERVIÇO MUNICIPAL|CODIGO DE SERVIÇO DO PRESTADOR|CODIGO DE SERVIÇO DO TOMADOR|CODIGO DE SERVIÇO DESCRIÇÃO|ALÍQUOTA|BENEFÍCIO FISCAL|SOCIEDADE|COMENTÁRIO
SP|São Paulo|1|Serviços de informática e congêneres.|||||||
SP|São Paulo|1.01|Processamento de dados e congêneres.|2660|9879|Análise e desenvolvimento de sistemas.|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.02|Programação|2668|9879|Programação.|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.03|Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres.|2684|9879|Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.04|Elaboração de programas de computadores, inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres.|2692|9879|Elaboração de programas de computadores (software), inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.05|Licenciamento ou cessão de direito de uso de programas de computação.|2800|9879|Licenciamento ou cessão de direito de uso de programas de computação, inclusive distribuição.|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.06|Assessoria e consultoria em informática.|2881|9879|Assessoria e consultoria em informática|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.07|Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.|2919|9879|Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 252; Decreto n° 56.235/2015, art. 259; 264; 265; 301; 302 a 312; 313 a 323; 331; 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto n° 53.151/2012, art. 55; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Decreto n° 50.554/2009; Lei n°14.863/2008; Lei nº 14.864/2008 ; Lei n° 14.668/2008, art.12;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.08|Planejamento, confecção, manutenção e atualização de páginas eletrônicas.|2935|9879|Planejamento, confecção, manutenção e atualização de páginas eletrônicas|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
SP|São Paulo|1.09|Disponibilização, sem cessão definitiva, de conteúdos de áudio, vídeo, imagem e texto por meio da internet, respeitada a imunidade de livros, jornais e periódicos (exceto a distribuição de conteúdos pelas prestadoras de Serviço de Acesso Condicionado, de que trata a Lei nº 12.485, de 12 de setembro de 2011, sujeita ao ICMS). (Subitem acrescentado pela Lei nº 16.757, de 14.11.2017 - DOM São Paulo de 15.11.2017)|2961|9879|Disponibilização, sem cessão definitiva, de conteúdos de imagem e texto por meio da internet, respeitada a imunidade de livros, jornais e periódicos (exceto a distribuição de conteúdos pelas prestadoras de Serviço de Acesso Condicionado, de que trata a Lei Federal nº 12.485, de 12 de setembro de 2011, sujeita ao ICMS)|2,9%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei nº 14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016; Lei n° 14.668/2008||De acordo com a Lei nº 14.096/2005, Tabela, seção 2 e 3, o município estabelece alíquota de 2% para os serviços de Análise e desenvolvimento de sistemas, programação, processamento de dados, assessoria e consultoria em informática, suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados, planejamento, confecção, manutenção e atualização de páginas eletrônicas., desde que situado na Região Adjacente à Estação da Luz.
